Times
8898759.405863,13760386.415742,13790014.281614,136402.202627,199265.202627,215480.202627,6989753.202627,7021751.59461,965901.202627,992428.479277,0.0,2395826.202627,2464657.202627,3037031.202627,3610355.202627,3965653.202627,4008401.202627,1434022.202627,3620803.202627,4591288.202627,14333490.202627,9577074.202627,29918625.94502,29925903.283109,3311443.202627,3326277.202627,3465618.484422,3441568.001669,3425230.747948,10155638.202627,6351745.202627,6334426.202627,6360218.202627,6361993.533666,6387423.284656,6509097.248098,6961684.183155,9003801.17634,5669835.958239,6036254.555292,8249016.273369,8391829.771018,8386400.111181,10630496.315328,8263602.202627,8374492.202627,8395828.202627,10772102.202627,8270939.202627,8291523.202627,8313795.202627,8349283.77585,14958455.850593,6391236.727208,6483874.927465,14994701.202627,14979756.202627,11406515.808437,22157046.954443,12236205.202627,22301767.202627,12583318.168668,10967776.250776,13191953.202627,13298161.202627,22471746.202627,22582312.202627,22614426.120068,22682900.202627,16380900.797807,17178090.202627,17568250.627163,23307525.352158,18672990.202627,23737874.570267,30603988.4107,20432840.202627,20660849.202627,24014887.202627,21304012.919661,24425170.202627,22580585.533519,24367700.907878,25520800.592495,25529028.202627,25589573.202627,25625658.636685,31201351.112145,26679150.44758,26973587.202627,26997084.202627,27262019.202627,27302926.202627,27584092.202627,27625405.249599,27901516.202627,31549152.202627,27981423.154576,31569725.385881,28411797.202627,29084473.05189,29145759.202627,32021180.202627,32252057.202627,32658991.202627,33048788.202627,33290809.676556,33331077.202627,33511808.202627,33795459.757873,34689248.593689,35132697.426444,35204305.215893,35510645.202627,37102977.983628,36021044.02316,36140820.202627,36177875.202627,36625106.362666,38845359.933596,39112670.202627,39185428.202627,38402369.202627,39585029.649468,39957175.202627,39990760.442564,39739582.202627,40565058.528174,40565264.202627,41084564.202627,41330399.202627,41432124.818443,42055514.402013,42064947.003078,42115744.902036,42447921.255078,42553516.202627,42033321.202627,42897063.480342
