Times
0.0,443448.832755,515056.622204,821396.608938,2413729.389939,1331795.429471,1451571.608938,1488626.608938,1935857.768977,4156111.339907,4423421.608938,4496179.608938,3713120.608938,4895781.055779,5267926.608938,5301511.848875,5050333.608938,5875809.934485,5876015.608938,6395315.608938,6641150.608938,6742876.224754,7366265.808324,7375698.409389,7426496.308347,7758672.661389,7864267.608938,7344072.608938,8207814.886653
