Times
2245251.093681,2256561.310763,2263665.019497,2265634.935095,2248612.531847,2362449.803355,2452624.691289,2455485.876281,2462713.00781,2498818.703835,1605726.332669,2548513.929663,2553372.929663,1847633.171638,1852216.250292,1880160.244958,2600081.254251,2621306.571089,2653991.124708,2670501.270728,2768891.394248,2769345.418946,2791256.316049,2830529.521517,2834560.677269,2932350.023607,2957555.746304,3037893.144671,3413774.370209,3530399.736697,3542731.498379,3551189.929663,0.0,27407.929663,3594168.594139,68343.929663,3608396.929663,145327.764546,169099.308731,235971.60238,242520.856504,298942.162034,316005.109456,356317.915097,362128.60952,377581.15747,518158.929663,543848.668952,651428.53852,669194.929663,2249702.526409,817565.340047,2342232.817153,977947.59329,1001342.986444,3814189.929663,1028012.296167,1032084.929663,2452314.859476,1115263.929663,1134489.929663,2660276.488795,1145152.929663,1161741.929663,3894846.929663,2906520.124284,2907480.21376,1339689.929663,3958861.642171,3132755.929663,685001.929663,1499743.967779,1500506.375832,1507992.840671,780876.077838,808788.495065,868235.871372,1611911.15546,1622012.848553,1667646.095901,1905341.680328,1044296.929663,4205955.322577,1381083.32019,2073543.297248,4237016.379114,4253955.97696,4263408.453535,3366997.643387,3422001.929663,4350862.850958,3654470.769316,2249500.929663,4656711.929663,4680383.543735,4725674.390632,4957266.929663,5057585.16062,5138398.675968,5311414.929663,5318144.929663,5305972.929663,5358212.819026,5383518.929663,5374036.929663,5583887.929663,4271134.058278,5814864.47427,6031709.066033,6070698.995117,6159335.599113,6183709.509569,6215357.262399,6222663.131528,6251784.823263,6281334.428009,6454469.929663,6560620.929663,6624051.872787,6801913.929663,5368618.828934,5618097.466591,5541420.023708,5804965.008159,5953842.128817,7282821.012909,7330272.217484,6969134.786316,7022686.664399,7342009.929663,6512907.232777,6514455.048591,6627189.929663,7422143.929663,7530740.929663,7573533.478059,6716937.08553,6734496.127661,6815011.593677,7592908.929663,7621451.051677,7642529.929663,7720568.929663,7736877.100267,7749318.261158,7771380.929663,7805728.366006,7809125.243043,7823991.929663,6875426.105072,6971839.703437,7020780.523772,8083083.872291,8014473.929663,7253398.053601,6031094.97554,6354568.929663,8198786.470733,8245344.929663,8271062.929663,8321411.799294,8363544.929663
