Times
8361772.697,7912632.011,7580456.464,7529657.158,7498033.504,6896835.495,6795114.304,6791123.372,6549277.48,6265481.982,6029977.607,6029775.353,6029764.717,5455473.983,5421886.597,5049742.696,4577382.076,4334586.093,4310068.849,3867082.09,3819760.2,3608401.661,3145782.078,2830524.902,2728152.725,2567725.384,2248614.95,2192665.31,2089820.896,1898088.866,1652840.249,1642588.67,1605532.618,1161743.378,975356.814,728986.868,725161.509,687483.444,681420.664,597406.187,401746.152,310521.336,153962.211,27411.019,0.0
